,day,minute,hour,second,type
70583,Saturday,13,8,56,no_traffic
70584,Saturday,14,8,4,no_traffic
70585,Saturday,14,8,32,no_traffic
70586,Saturday,14,8,58,no_traffic
70587,Saturday,15,8,26,no_traffic
70588,Saturday,15,8,29,no_traffic
70591,Saturday,16,8,12,no_traffic
70594,Saturday,17,8,23,no_traffic
70595,Saturday,17,8,40,no_traffic
70596,Saturday,17,8,44,no_traffic
70597,Saturday,17,8,56,no_traffic
70598,Saturday,17,8,59,no_traffic
70599,Saturday,18,8,20,no_traffic
70600,Saturday,18,8,28,no_traffic
70602,Saturday,18,8,59,no_traffic
70603,Saturday,19,8,25,no_traffic
70604,Saturday,19,8,27,no_traffic
70605,Saturday,19,8,29,no_traffic
70606,Saturday,19,8,57,no_traffic
70607,Saturday,20,8,4,no_traffic
70608,Saturday,20,8,24,no_traffic
70609,Saturday,20,8,52,no_traffic
70610,Saturday,21,8,4,no_traffic
70611,Saturday,21,8,7,no_traffic
70612,Saturday,21,8,21,no_traffic
70613,Saturday,21,8,47,no_traffic
70614,Saturday,22,8,16,no_traffic
70615,Saturday,22,8,18,no_traffic
70616,Saturday,22,8,35,no_traffic
70617,Saturday,23,8,3,no_traffic
70618,Saturday,23,8,6,no_traffic
70619,Saturday,23,8,32,no_traffic
70620,Saturday,23,8,57,no_traffic
70621,Saturday,24,8,4,no_traffic
70622,Saturday,24,8,24,no_traffic
70623,Saturday,24,8,35,no_traffic
70624,Saturday,24,8,41,no_traffic
70625,Saturday,24,8,52,no_traffic
70626,Saturday,25,8,9,no_traffic
70627,Saturday,25,8,26,no_traffic
70628,Saturday,25,8,39,no_traffic
70629,Saturday,25,8,52,no_traffic
70630,Saturday,26,8,4,no_traffic
70631,Saturday,26,8,23,no_traffic
70634,Saturday,26,8,48,no_traffic
70635,Saturday,27,8,13,no_traffic
70637,Saturday,27,8,35,no_traffic
70638,Saturday,27,8,43,no_traffic
70640,Saturday,27,8,54,no_traffic
70641,Saturday,28,8,1,no_traffic
70642,Saturday,28,8,5,no_traffic
70644,Saturday,28,8,35,no_traffic
70645,Saturday,28,8,56,no_traffic
70647,Saturday,29,8,27,no_traffic
70648,Saturday,29,8,35,no_traffic
70649,Saturday,29,8,56,no_traffic
70650,Saturday,30,8,9,no_traffic
70651,Saturday,30,8,17,no_traffic
70652,Saturday,30,8,34,no_traffic
70653,Saturday,30,8,41,no_traffic
70654,Saturday,30,8,55,no_traffic
70655,Saturday,30,8,58,no_traffic
70656,Saturday,31,8,10,no_traffic
70657,Saturday,31,8,37,no_traffic
70658,Saturday,31,8,41,no_traffic
70659,Saturday,31,8,58,no_traffic
70660,Saturday,32,8,24,no_traffic
70661,Saturday,32,8,33,no_traffic
70662,Saturday,32,8,39,no_traffic
70664,Saturday,32,8,49,no_traffic
70665,Saturday,33,8,16,no_traffic
70666,Saturday,33,8,39,no_traffic
70667,Saturday,33,8,42,no_traffic
70668,Saturday,33,8,46,no_traffic
70669,Saturday,33,8,51,no_traffic
70670,Saturday,34,8,9,no_traffic
70671,Saturday,34,8,18,no_traffic
70673,Saturday,34,8,48,no_traffic
70674,Saturday,34,8,54,no_traffic
70675,Saturday,35,8,2,no_traffic
70676,Saturday,35,8,23,no_traffic
70677,Saturday,35,8,25,no_traffic
70678,Saturday,35,8,47,no_traffic
70679,Saturday,36,8,14,no_traffic
70680,Saturday,36,8,15,no_traffic
70681,Saturday,36,8,28,no_traffic
70682,Saturday,36,8,46,no_traffic
70683,Saturday,36,8,47,no_traffic
70684,Saturday,37,8,13,no_traffic
70685,Saturday,37,8,27,no_traffic
70686,Saturday,37,8,52,no_traffic
70687,Saturday,38,8,7,no_traffic
70688,Saturday,38,8,11,no_traffic
70689,Saturday,38,8,40,no_traffic
70691,Saturday,39,8,15,no_traffic
70692,Saturday,39,8,36,no_traffic
70694,Saturday,40,8,8,no_traffic
70695,Saturday,40,8,22,no_traffic
70696,Saturday,40,8,33,no_traffic
70697,Saturday,40,8,56,no_traffic
70698,Saturday,41,8,17,no_traffic
70699,Saturday,41,8,35,no_traffic
70700,Saturday,41,8,42,no_traffic
70701,Saturday,41,8,48,no_traffic
70702,Saturday,42,8,14,no_traffic
70703,Saturday,42,8,38,no_traffic
70704,Saturday,42,8,59,no_traffic
70705,Saturday,43,8,27,no_traffic
70706,Saturday,43,8,45,no_traffic
70707,Saturday,44,8,8,no_traffic
70708,Saturday,44,8,23,no_traffic
70709,Saturday,44,8,51,no_traffic
70710,Saturday,44,8,53,no_traffic
70711,Saturday,45,8,6,no_traffic
70712,Saturday,45,8,18,no_traffic
70714,Saturday,46,8,15,no_traffic
70715,Saturday,46,8,18,no_traffic
70716,Saturday,46,8,22,no_traffic
70717,Saturday,46,8,31,no_traffic
70718,Saturday,47,8,0,no_traffic
70720,Saturday,47,8,29,no_traffic
70721,Saturday,47,8,55,no_traffic
70722,Saturday,47,8,58,no_traffic
70723,Saturday,48,8,4,no_traffic
70725,Saturday,48,8,31,no_traffic
70726,Saturday,48,8,46,no_traffic
70727,Saturday,49,8,8,no_traffic
70728,Saturday,49,8,23,no_traffic
70729,Saturday,49,8,30,no_traffic
70730,Saturday,49,8,51,no_traffic
70731,Saturday,50,8,6,no_traffic
70732,Saturday,50,8,11,no_traffic
70733,Saturday,50,8,38,no_traffic
70734,Saturday,50,8,41,no_traffic
70735,Saturday,50,8,52,no_traffic
70736,Saturday,51,8,0,no_traffic
70737,Saturday,51,8,4,no_traffic
70739,Saturday,51,8,11,no_traffic
70740,Saturday,51,8,18,no_traffic
70741,Saturday,51,8,23,no_traffic
70742,Saturday,51,8,37,no_traffic
70743,Saturday,51,8,53,no_traffic
70744,Saturday,51,8,58,no_traffic
70746,Saturday,52,8,39,no_traffic
70747,Saturday,52,8,48,no_traffic
70748,Saturday,53,8,12,no_traffic
70749,Saturday,53,8,19,no_traffic
70750,Saturday,53,8,41,no_traffic
70751,Saturday,54,8,8,no_traffic
70752,Saturday,54,8,22,no_traffic
70753,Saturday,54,8,40,no_traffic
70754,Saturday,54,8,55,no_traffic
70755,Saturday,55,8,1,no_traffic
70756,Saturday,55,8,20,no_traffic
70758,Saturday,55,8,24,no_traffic
70759,Saturday,55,8,34,no_traffic
70760,Saturday,56,8,3,no_traffic
70761,Saturday,56,8,23,no_traffic
70762,Saturday,56,8,26,no_traffic
70763,Saturday,56,8,51,no_traffic
70764,Saturday,57,8,18,no_traffic
70765,Saturday,57,8,27,no_traffic
70766,Saturday,57,8,28,no_traffic
70767,Saturday,57,8,40,no_traffic
70768,Saturday,58,8,3,no_traffic
70769,Saturday,58,8,10,no_traffic
70770,Saturday,58,8,11,no_traffic
70771,Saturday,58,8,15,no_traffic
70772,Saturday,58,8,28,no_traffic
70773,Saturday,58,8,50,no_traffic
70774,Saturday,59,8,15,no_traffic
70775,Saturday,59,8,25,no_traffic
70776,Saturday,59,8,35,no_traffic
70777,Saturday,0,9,1,no_traffic
70778,Saturday,0,9,4,no_traffic
70779,Saturday,0,9,12,no_traffic
70780,Saturday,0,9,20,no_traffic
70781,Saturday,0,9,38,no_traffic
70782,Saturday,0,9,40,no_traffic
70783,Saturday,1,9,0,no_traffic
70784,Saturday,1,9,23,no_traffic
70785,Saturday,1,9,48,no_traffic
70786,Saturday,2,9,17,no_traffic
70787,Saturday,2,9,19,no_traffic
70788,Saturday,2,9,39,no_traffic
70789,Saturday,2,9,45,no_traffic
70790,Saturday,3,9,6,no_traffic
70791,Saturday,3,9,16,no_traffic
70792,Saturday,3,9,21,no_traffic
70793,Saturday,3,9,37,no_traffic
70794,Saturday,3,9,59,no_traffic
70795,Saturday,4,9,7,no_traffic
70797,Saturday,4,9,30,no_traffic
70799,Saturday,5,9,9,no_traffic
70800,Saturday,5,9,34,no_traffic
70801,Saturday,5,9,47,no_traffic
70802,Saturday,6,9,10,no_traffic
70803,Saturday,6,9,32,no_traffic
70804,Saturday,6,9,58,no_traffic
70805,Saturday,7,9,8,no_traffic
70806,Saturday,7,9,37,no_traffic
70807,Saturday,8,9,6,no_traffic
70808,Saturday,8,9,16,no_traffic
70809,Saturday,8,9,24,no_traffic
70810,Saturday,8,9,45,no_traffic
70811,Saturday,8,9,52,no_traffic
70812,Saturday,9,9,9,no_traffic
70813,Saturday,9,9,34,no_traffic
70814,Saturday,9,9,57,no_traffic
70815,Saturday,10,9,2,no_traffic
70816,Saturday,10,9,31,no_traffic
70817,Saturday,10,9,54,no_traffic
70818,Saturday,10,9,58,no_traffic
70819,Saturday,11,9,10,no_traffic
70820,Saturday,11,9,20,no_traffic
70823,Saturday,11,9,58,no_traffic
70824,Saturday,12,9,7,no_traffic
70825,Saturday,12,9,10,no_traffic
70826,Saturday,12,9,13,no_traffic
70827,Saturday,12,9,23,no_traffic
70828,Saturday,12,9,25,no_traffic
70829,Saturday,12,9,40,no_traffic
70830,Saturday,12,9,48,no_traffic
70831,Saturday,12,9,52,no_traffic
70832,Saturday,13,9,17,no_traffic
70833,Saturday,13,9,46,no_traffic
70834,Saturday,14,9,13,no_traffic
70835,Saturday,14,9,42,no_traffic
70836,Saturday,15,9,3,no_traffic
70837,Saturday,15,9,28,no_traffic
70839,Saturday,16,9,1,no_traffic
70840,Saturday,16,9,22,no_traffic
70841,Saturday,16,9,43,no_traffic
70843,Saturday,17,9,8,no_traffic
70844,Saturday,17,9,28,no_traffic
70845,Saturday,17,9,32,no_traffic
70846,Saturday,17,9,37,no_traffic
70847,Saturday,18,9,3,no_traffic
70848,Saturday,18,9,19,no_traffic
70849,Saturday,18,9,44,no_traffic
70850,Saturday,19,9,6,no_traffic
70851,Saturday,19,9,30,no_traffic
70852,Saturday,19,9,48,no_traffic
70853,Saturday,20,9,15,no_traffic
70854,Saturday,20,9,40,no_traffic
70855,Saturday,20,9,59,no_traffic
70856,Saturday,21,9,8,no_traffic
70857,Saturday,21,9,36,no_traffic
70859,Saturday,21,9,48,no_traffic
70860,Saturday,22,9,11,no_traffic
70861,Saturday,22,9,38,no_traffic
70862,Saturday,22,9,45,no_traffic
70863,Saturday,23,9,14,no_traffic
70864,Saturday,23,9,19,no_traffic
70865,Saturday,23,9,44,no_traffic
70866,Saturday,23,9,46,no_traffic
70867,Saturday,23,9,55,no_traffic
70868,Saturday,24,9,11,no_traffic
70869,Saturday,24,9,27,no_traffic
70870,Saturday,24,9,45,no_traffic
70871,Saturday,25,9,6,no_traffic
70873,Saturday,25,9,31,no_traffic
70874,Saturday,25,9,43,no_traffic
70875,Saturday,26,9,6,no_traffic
70876,Saturday,26,9,30,no_traffic
70877,Saturday,26,9,37,no_traffic
70878,Saturday,26,9,57,no_traffic
70880,Saturday,27,9,27,no_traffic
70882,Saturday,27,9,40,no_traffic
70883,Saturday,27,9,46,no_traffic
70884,Saturday,28,9,12,no_traffic
70885,Saturday,28,9,19,no_traffic
70886,Saturday,28,9,37,no_traffic
70887,Saturday,28,9,53,no_traffic
70889,Saturday,28,9,59,no_traffic
70890,Saturday,29,9,10,no_traffic
70891,Saturday,29,9,34,no_traffic
70892,Saturday,30,9,1,no_traffic
70893,Saturday,30,9,25,no_traffic
70894,Saturday,30,9,28,no_traffic
70896,Saturday,31,9,15,no_traffic
70897,Saturday,31,9,31,no_traffic
70898,Saturday,31,9,54,no_traffic
70899,Saturday,32,9,19,no_traffic
70900,Saturday,32,9,35,no_traffic
70901,Saturday,32,9,51,no_traffic
70902,Saturday,33,9,5,no_traffic
70903,Saturday,33,9,7,no_traffic
70904,Saturday,33,9,9,no_traffic
70905,Saturday,33,9,33,no_traffic
70906,Saturday,33,9,50,no_traffic
70907,Saturday,33,9,51,no_traffic
70908,Saturday,34,9,3,no_traffic
70909,Saturday,34,9,30,no_traffic
70910,Saturday,34,9,44,no_traffic
70911,Saturday,35,9,10,no_traffic
70912,Saturday,35,9,36,no_traffic
70913,Saturday,35,9,54,no_traffic
70914,Saturday,35,9,56,no_traffic
70915,Saturday,36,9,10,no_traffic
70916,Saturday,36,9,25,no_traffic
70917,Saturday,36,9,39,no_traffic
70918,Saturday,36,9,43,no_traffic
70919,Saturday,36,9,47,no_traffic
70920,Saturday,36,9,59,no_traffic
70922,Saturday,37,9,28,no_traffic
70923,Saturday,37,9,33,no_traffic
70924,Saturday,37,9,44,no_traffic
70925,Saturday,38,9,1,no_traffic
70926,Saturday,38,9,3,no_traffic
70927,Saturday,38,9,18,no_traffic
70928,Saturday,38,9,32,no_traffic
70930,Saturday,38,9,41,no_traffic
70931,Saturday,38,9,48,no_traffic
70932,Saturday,39,9,16,no_traffic
70933,Saturday,39,9,45,no_traffic
70934,Saturday,40,9,10,no_traffic
70935,Saturday,40,9,28,no_traffic
70936,Saturday,40,9,33,no_traffic
70937,Saturday,41,9,1,no_traffic
70938,Saturday,41,9,20,no_traffic
70939,Saturday,41,9,34,no_traffic
70940,Saturday,41,9,51,no_traffic
70941,Saturday,41,9,59,no_traffic
70942,Saturday,42,9,22,no_traffic
70943,Saturday,42,9,27,no_traffic
70944,Saturday,42,9,29,no_traffic
70945,Saturday,42,9,43,no_traffic
70946,Saturday,43,9,11,no_traffic
70947,Saturday,43,9,36,no_traffic
70948,Saturday,43,9,41,no_traffic
70949,Saturday,43,9,50,no_traffic
70950,Saturday,44,9,15,no_traffic
70951,Saturday,44,9,17,no_traffic
70952,Saturday,44,9,44,no_traffic
70953,Saturday,45,9,4,no_traffic
70955,Saturday,45,9,39,no_traffic
70956,Saturday,45,9,41,no_traffic
70958,Saturday,45,9,50,no_traffic
70959,Saturday,46,9,14,no_traffic
70960,Saturday,46,9,28,no_traffic
70961,Saturday,46,9,39,no_traffic
70962,Saturday,46,9,54,no_traffic
70964,Saturday,47,9,34,no_traffic
70965,Saturday,48,9,0,no_traffic
70966,Saturday,48,9,19,no_traffic
70967,Saturday,48,9,20,no_traffic
70968,Saturday,48,9,32,no_traffic
70969,Saturday,48,9,50,no_traffic
70970,Saturday,49,9,16,no_traffic
70971,Saturday,49,9,26,no_traffic
70972,Saturday,49,9,39,no_traffic
70973,Saturday,49,9,50,no_traffic
70975,Saturday,50,9,3,no_traffic
70976,Saturday,50,9,22,no_traffic
70977,Saturday,50,9,37,no_traffic
70978,Saturday,51,9,2,no_traffic
70979,Saturday,51,9,25,no_traffic
70980,Saturday,51,9,54,no_traffic
70981,Saturday,52,9,19,no_traffic
70982,Saturday,52,9,26,no_traffic
70983,Saturday,52,9,29,no_traffic
70984,Saturday,52,9,50,no_traffic
70986,Saturday,53,9,18,no_traffic
70987,Saturday,53,9,40,no_traffic
70988,Saturday,54,9,8,no_traffic
70989,Saturday,54,9,25,no_traffic
70990,Saturday,54,9,29,no_traffic
70991,Saturday,54,9,38,no_traffic
70992,Saturday,55,9,3,no_traffic
70993,Saturday,55,9,15,no_traffic
70994,Saturday,55,9,25,no_traffic
70995,Saturday,55,9,30,no_traffic
70996,Saturday,55,9,59,no_traffic
70997,Saturday,56,9,17,no_traffic
70998,Saturday,56,9,24,no_traffic
70999,Saturday,56,9,34,no_traffic
71000,Saturday,56,9,40,no_traffic
71001,Saturday,57,9,4,no_traffic
71002,Saturday,57,9,32,no_traffic
71003,Saturday,57,9,50,no_traffic
71004,Saturday,57,9,59,no_traffic
71005,Saturday,58,9,1,no_traffic
71007,Saturday,58,9,13,no_traffic
71008,Saturday,58,9,15,no_traffic
71009,Saturday,58,9,29,no_traffic
71010,Saturday,58,9,32,no_traffic
71011,Saturday,58,9,34,no_traffic
71012,Saturday,58,9,53,no_traffic
71013,Saturday,59,9,3,no_traffic
71014,Saturday,59,9,13,no_traffic
71015,Saturday,59,9,37,no_traffic
71016,Saturday,59,9,39,no_traffic
71017,Saturday,0,8,2,no_traffic
71018,Saturday,0,8,16,no_traffic
71019,Saturday,0,8,31,no_traffic
71020,Saturday,0,8,45,no_traffic
71021,Saturday,0,8,50,no_traffic
71022,Saturday,0,8,58,no_traffic
71023,Saturday,1,8,9,no_traffic
71024,Saturday,1,8,16,no_traffic
71025,Saturday,1,8,18,no_traffic
71026,Saturday,1,8,42,no_traffic
71029,Saturday,2,8,31,no_traffic
71030,Saturday,2,8,37,no_traffic
71031,Saturday,2,8,42,no_traffic
71032,Saturday,3,8,11,no_traffic
71034,Saturday,3,8,36,no_traffic
71035,Saturday,3,8,59,no_traffic
71036,Saturday,4,8,3,no_traffic
71037,Saturday,4,8,29,no_traffic
71038,Saturday,4,8,50,no_traffic
71039,Saturday,5,8,15,no_traffic
71040,Saturday,5,8,20,no_traffic
71041,Saturday,5,8,44,no_traffic
71042,Saturday,5,8,59,no_traffic
71044,Saturday,6,8,53,no_traffic
71046,Saturday,7,8,41,no_traffic
71047,Saturday,7,8,51,no_traffic
71048,Saturday,8,8,10,no_traffic
71051,Saturday,8,8,33,no_traffic
71053,Saturday,8,8,44,no_traffic
71054,Saturday,9,8,13,no_traffic
71055,Saturday,9,8,28,no_traffic
71056,Saturday,9,8,31,no_traffic
71057,Saturday,9,8,53,no_traffic
71058,Saturday,10,8,10,no_traffic
71059,Saturday,10,8,30,no_traffic
71060,Saturday,10,8,36,no_traffic
71061,Saturday,10,8,48,no_traffic
71062,Saturday,10,8,55,no_traffic
71063,Saturday,11,8,13,no_traffic
71066,Saturday,11,8,35,no_traffic
71067,Saturday,11,8,49,no_traffic
71069,Saturday,12,8,6,no_traffic
71070,Saturday,12,8,17,no_traffic
71071,Saturday,12,8,46,no_traffic
71072,Saturday,12,8,59,no_traffic
71073,Saturday,13,8,25,no_traffic
71074,Saturday,13,8,50,no_traffic
71075,Saturday,14,8,14,no_traffic
71076,Saturday,14,8,35,no_traffic
71077,Saturday,14,8,48,no_traffic
71078,Saturday,15,8,1,no_traffic
71079,Saturday,15,8,18,no_traffic
71080,Saturday,15,8,46,no_traffic
71081,Saturday,16,8,10,no_traffic
71082,Saturday,16,8,32,no_traffic
71083,Saturday,16,8,34,no_traffic
71084,Saturday,16,8,48,no_traffic
71085,Saturday,16,8,58,no_traffic
71086,Saturday,17,8,26,no_traffic
71087,Saturday,17,8,47,no_traffic
71088,Saturday,18,8,14,no_traffic
71089,Saturday,18,8,19,no_traffic
71090,Saturday,18,8,35,no_traffic
71091,Saturday,18,8,47,no_traffic
71092,Saturday,19,8,12,no_traffic
71093,Saturday,19,8,40,no_traffic
71095,Saturday,20,8,7,no_traffic
71096,Saturday,20,8,8,no_traffic
71097,Saturday,20,8,37,no_traffic
71098,Saturday,20,8,50,no_traffic
71099,Saturday,21,8,12,no_traffic
71100,Saturday,21,8,33,no_traffic
71101,Saturday,21,8,54,no_traffic
71102,Saturday,21,8,59,no_traffic
71103,Saturday,22,8,10,no_traffic
71104,Saturday,22,8,36,no_traffic
71105,Saturday,22,8,48,no_traffic
71106,Saturday,23,8,15,no_traffic
71108,Saturday,23,8,30,no_traffic
71109,Saturday,23,8,45,no_traffic
71110,Saturday,24,8,8,no_traffic
71111,Saturday,24,8,22,no_traffic
71112,Saturday,24,8,32,no_traffic
71113,Saturday,24,8,36,no_traffic
71114,Saturday,25,8,0,no_traffic
71115,Saturday,25,8,20,no_traffic
71116,Saturday,25,8,42,no_traffic
71118,Saturday,26,8,9,no_traffic
71119,Saturday,26,8,12,no_traffic
71120,Saturday,26,8,29,no_traffic
71121,Saturday,26,8,54,no_traffic
71122,Saturday,27,8,14,no_traffic
71123,Saturday,27,8,37,no_traffic
71124,Saturday,27,8,41,no_traffic
71126,Saturday,28,8,17,no_traffic
71127,Saturday,28,8,24,no_traffic
71128,Saturday,28,8,46,no_traffic
71129,Saturday,29,8,6,no_traffic
71130,Saturday,29,8,10,no_traffic
71131,Saturday,29,8,31,no_traffic
71132,Saturday,29,8,37,no_traffic
71133,Saturday,29,8,41,no_traffic
71135,Saturday,30,8,1,no_traffic
71136,Saturday,30,8,16,no_traffic
71137,Saturday,30,8,23,no_traffic
71138,Saturday,30,8,39,no_traffic
71139,Saturday,30,8,51,no_traffic
71140,Saturday,30,8,52,no_traffic
71141,Saturday,30,8,56,no_traffic
71142,Saturday,31,8,13,no_traffic
71143,Saturday,31,8,14,no_traffic
71144,Saturday,31,8,42,no_traffic
71145,Saturday,32,8,6,no_traffic
71146,Saturday,32,8,7,no_traffic
71147,Saturday,32,8,35,no_traffic
71148,Saturday,33,8,2,no_traffic
71149,Saturday,33,8,5,no_traffic
71150,Saturday,33,8,31,no_traffic
71151,Saturday,33,8,44,no_traffic
71152,Saturday,34,8,13,no_traffic
71153,Saturday,34,8,27,no_traffic
71154,Saturday,34,8,33,no_traffic
71156,Saturday,35,8,4,no_traffic
71157,Saturday,35,8,14,no_traffic
71158,Saturday,35,8,22,no_traffic
71159,Saturday,35,8,44,no_traffic
71160,Saturday,35,8,55,no_traffic
71161,Saturday,36,8,4,no_traffic
71163,Saturday,36,8,35,no_traffic
71165,Saturday,36,8,49,no_traffic
71166,Saturday,37,8,2,no_traffic
71167,Saturday,37,8,31,no_traffic
71168,Saturday,37,8,51,no_traffic
71169,Saturday,38,8,13,no_traffic
71172,Saturday,38,8,39,no_traffic
71173,Saturday,39,8,6,no_traffic
71174,Saturday,39,8,16,no_traffic
71175,Saturday,39,8,35,no_traffic
71176,Saturday,39,8,42,no_traffic
71177,Saturday,39,8,56,no_traffic
71178,Saturday,39,8,58,no_traffic
71179,Saturday,40,8,13,no_traffic
71181,Saturday,40,8,21,no_traffic
71183,Saturday,40,8,26,no_traffic
71184,Saturday,40,8,42,no_traffic
71185,Saturday,40,8,58,no_traffic
71186,Saturday,41,8,22,no_traffic
71187,Saturday,41,8,32,no_traffic
71189,Saturday,41,8,58,no_traffic
71190,Saturday,42,8,10,no_traffic
71191,Saturday,42,8,20,no_traffic
71192,Saturday,42,8,36,no_traffic
71194,Saturday,43,8,17,no_traffic
71195,Saturday,43,8,44,no_traffic
71196,Saturday,44,8,11,no_traffic
71197,Saturday,44,8,13,no_traffic
71198,Saturday,44,8,25,no_traffic
71199,Saturday,44,8,40,no_traffic
71200,Saturday,44,8,41,no_traffic
71201,Saturday,44,8,46,no_traffic
71202,Saturday,44,8,57,no_traffic
71204,Saturday,45,8,42,no_traffic
71205,Saturday,46,8,1,no_traffic
71206,Saturday,46,8,16,no_traffic
71207,Saturday,46,8,33,no_traffic
71208,Saturday,46,8,45,no_traffic
71209,Saturday,46,8,50,no_traffic
71210,Saturday,46,8,55,no_traffic
71212,Saturday,47,8,25,no_traffic
71213,Saturday,47,8,37,no_traffic
71214,Saturday,47,8,44,no_traffic
71215,Saturday,47,8,57,no_traffic
71216,Saturday,48,8,21,no_traffic
71218,Saturday,48,8,35,no_traffic
71219,Saturday,49,8,0,no_traffic
71220,Saturday,49,8,7,no_traffic
71222,Saturday,49,8,11,no_traffic
71223,Saturday,49,8,14,no_traffic
71224,Saturday,49,8,35,no_traffic
71225,Saturday,49,8,56,no_traffic
71226,Saturday,50,8,3,no_traffic
71227,Saturday,50,8,5,no_traffic
71229,Saturday,50,8,31,no_traffic
71230,Saturday,50,8,48,no_traffic
71232,Saturday,50,8,58,no_traffic
71233,Saturday,51,8,16,no_traffic
71234,Saturday,51,8,35,no_traffic
71235,Saturday,51,8,44,no_traffic
71236,Saturday,51,8,47,no_traffic
71237,Saturday,51,8,56,no_traffic
71238,Saturday,52,8,15,no_traffic
71240,Saturday,53,8,6,no_traffic
71242,Saturday,53,8,28,no_traffic
71243,Saturday,53,8,39,no_traffic
71244,Saturday,53,8,53,no_traffic
71245,Saturday,53,8,58,no_traffic
71246,Saturday,54,8,10,no_traffic
71248,Saturday,54,8,39,no_traffic
71250,Saturday,55,8,12,no_traffic
71251,Saturday,55,8,33,no_traffic
71252,Saturday,55,8,59,no_traffic
71253,Saturday,56,8,21,no_traffic
71254,Saturday,56,8,37,no_traffic
71255,Saturday,56,8,49,no_traffic
71256,Saturday,57,8,10,no_traffic
71258,Saturday,57,8,25,no_traffic
71259,Saturday,57,8,48,no_traffic
71260,Saturday,58,8,17,no_traffic
71262,Saturday,58,8,36,no_traffic
71263,Saturday,58,8,57,no_traffic
71265,Saturday,59,8,20,no_traffic
71266,Saturday,59,8,30,no_traffic
71267,Saturday,59,8,41,no_traffic
71269,Saturday,59,8,50,no_traffic
71271,Saturday,0,9,30,no_traffic
71272,Saturday,0,9,34,no_traffic
71273,Saturday,1,9,1,no_traffic
71274,Saturday,1,9,27,no_traffic
71275,Saturday,1,9,42,no_traffic
71276,Saturday,1,9,49,no_traffic
71277,Saturday,2,9,3,no_traffic
71279,Saturday,2,9,22,no_traffic
71280,Saturday,2,9,41,no_traffic
71281,Saturday,3,9,8,no_traffic
71282,Saturday,3,9,22,no_traffic
71283,Saturday,3,9,38,no_traffic
71285,Saturday,4,9,27,no_traffic
71286,Saturday,4,9,38,no_traffic
71287,Saturday,4,9,59,no_traffic
71288,Saturday,5,9,0,no_traffic
71289,Saturday,5,9,10,no_traffic
71290,Saturday,5,9,22,no_traffic
71292,Saturday,5,9,52,no_traffic
71293,Saturday,5,9,56,no_traffic
71294,Saturday,5,9,58,no_traffic
71295,Saturday,6,9,0,no_traffic
71296,Saturday,6,9,21,no_traffic
71299,Saturday,6,9,54,no_traffic
71300,Saturday,7,9,6,no_traffic
71301,Saturday,7,9,25,no_traffic
71302,Saturday,7,9,47,no_traffic
71303,Saturday,7,9,56,no_traffic
71305,Saturday,8,9,30,no_traffic
71306,Saturday,8,9,34,no_traffic
71309,Saturday,9,9,15,no_traffic
71310,Saturday,9,9,19,no_traffic
71311,Saturday,9,9,42,no_traffic
71312,Saturday,9,9,56,no_traffic
71314,Saturday,10,9,10,no_traffic
71315,Saturday,10,9,29,no_traffic
71316,Saturday,10,9,52,no_traffic
71317,Saturday,11,9,1,no_traffic
71318,Saturday,11,9,18,no_traffic
71319,Saturday,11,9,31,no_traffic
71321,Saturday,12,9,2,no_traffic
71324,Saturday,12,9,12,no_traffic
71328,Saturday,12,9,54,no_traffic
71329,Saturday,13,9,23,no_traffic
71331,Saturday,13,9,51,no_traffic
71332,Saturday,14,9,19,no_traffic
71333,Saturday,14,9,41,no_traffic
71334,Saturday,14,9,56,no_traffic
71335,Saturday,15,9,13,no_traffic
71336,Saturday,15,9,42,no_traffic
71337,Saturday,15,9,56,no_traffic
71338,Saturday,16,9,17,no_traffic
71339,Saturday,16,9,37,no_traffic
71340,Saturday,16,9,39,no_traffic
71341,Saturday,16,9,48,no_traffic
71342,Saturday,17,9,4,no_traffic
71344,Saturday,17,9,10,no_traffic
71345,Saturday,17,9,19,no_traffic
71346,Saturday,17,9,24,no_traffic
71347,Saturday,17,9,27,no_traffic
71348,Saturday,17,9,56,no_traffic
71349,Saturday,18,9,13,no_traffic
71350,Saturday,18,9,39,no_traffic
71351,Saturday,19,9,2,no_traffic
71352,Saturday,19,9,24,no_traffic
71353,Saturday,19,9,47,no_traffic
71355,Saturday,20,9,7,no_traffic
71356,Saturday,20,9,25,no_traffic
71358,Saturday,20,9,39,no_traffic
71359,Saturday,21,9,1,no_traffic
71360,Saturday,21,9,11,no_traffic
71361,Saturday,21,9,32,no_traffic
71362,Saturday,21,9,47,no_traffic
71364,Saturday,22,9,10,no_traffic
71365,Saturday,22,9,36,no_traffic
71367,Saturday,23,9,24,no_traffic
71368,Saturday,23,9,48,no_traffic
71369,Saturday,23,9,49,no_traffic
71370,Saturday,24,9,13,no_traffic
71371,Saturday,24,9,19,no_traffic
71372,Saturday,24,9,38,no_traffic
71374,Saturday,25,9,8,no_traffic
71375,Saturday,25,9,27,no_traffic
71376,Saturday,25,9,46,no_traffic
71377,Saturday,25,9,59,no_traffic
71378,Saturday,26,9,25,no_traffic
71379,Saturday,26,9,29,no_traffic
71380,Saturday,26,9,52,no_traffic
71381,Saturday,27,9,10,no_traffic
71382,Saturday,27,9,36,no_traffic
71384,Saturday,28,9,6,no_traffic
71385,Saturday,28,9,31,no_traffic
